Text,Folio
urn:cts:greekLit:tlg5026.msAint.hmt:10.4668,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAext.hmt:10.4669,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4670,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4671,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4672,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4673,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4674,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4675,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4676,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4677,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4678,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4679,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4680,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4681,urn:cite:hmt:msA.137r
urn:cts:greekLit:tlg5026.msAil.hmt:10.4682,urn:cite:hmt:msA.137r
